LIVRO	ANO	TITULO_POEMA	POEMA	QNT_VERSOS	TAM_POEMA
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XII	Estou sozinha se penso que tu existes. Não tenho dados de ti, nem tenho tua vizinhança. E igualmente sozinha se tu não existes. De que me adiantam Poemas ou narrativas buscando Aquilo, que se não é, não existe Ou se existe, então se esconde Em sumidouros e cimos, nomenclaturas Naquelas não evidências Da matemática pura? É preciso conhecer Com precisão para amar? Não te conheço. Só sei que desmereço se não sangro. Só sei que fico afastada De uns fios de conhecimento, se não tento. Estou sozinha, meu Deus, se te penso. 	15	542
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XIII	Vou pelos atalhos te sentindo à frente. Volto porque penso que voltaste. Alguns me dissem que passaste Rente a alguém que gritava: Tateia-me, Senhor, Estás tão perto E só percebo ocos Moitas estufadas de serpentes. Alguém me diz que esse alguém Que gritava, a mim se parecia. Mas era mais menina, percebes? De certo modo mais velha Como alguém voltando de guerrilhas Mulher das matas, filha das Idéias. Não eras tu, vadia. Porque o Senhor Lhe disse: Poeira: estou dentro de ti. Sou tudo isso, oco moita E a serpente de versos da tua boca. 	18	549
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XIV	Se te ganhasse, meu Deus, minh’alma se esvaziaria? Se a mim me aconteceu com os homens, por que não com Deus? De início as lavas do desejo, e rouxinóis no peito. E aos poucos lassidão, um desgosto de beijos, um esfriar-se Um pedir que se fosse, fartada de carícias. Se te ganhasse, que coisas ainda desejaria minh’alma Se ficasses? que luz seria em mim mais luminosa? Que negrume mais negro? Não haveria mais nem sedução, nem ânsias. E partirias. Eu vazia de ti porque tão cheia. Tu, em abastanças do sentir humano, de novo dormirias. 	12	550
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XV	Desenho um touro de seda. Olhos de um ocre espelhado O pêlo negro, faustoso seduzo meu Deus montado Sobre este touro. Desenhas Deus? Desenho o Nada Sobre este grande costado. Um rio de cobre deságua Sobre essas patas. Uma mulher tem nas mãos Uma bacia de águas Buscando matar a sede Daquele divino Nada. O touro e a mulher sou eu. Tu és, meu deus, A Vida não desenhada Da minha sede de céus. 	17	399
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XVI	Se já soubesse quem sou Te saberia. Como não sei Planto couves e cravos E espero ver uma cara Em tudo que semeei. Pois não dizem que te mostras Por vias tortas, nos mínimos? Te mostrarás na minha horta Talvez mudando o destino Dessa de mim que só vive Tentando semeadura Dessa de mim que envelhece Buscando sua própria cara E muito através, a tua Que a mim me apeteceria Ver frente a frente. Há luas luzindo o verde E luas luzindo os cravos. Couves de tal estatura E carmesins dilatados Que os que passam perguntam: São os canteiros de Deus? Digo que sim por vaidade Sabendo dos infinitos De uma infinita procura De tu e eu. 	26	635
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XVII	Penso que tu mesmo cresces Quando te penso. E digo sem cerimônias Que vives porque te penso. Se acaso não te pensasse Que fogo se avivaria não havendo lenha? E se não houvesse boca Porque o trigo crescreria? Penso que o coração Tem alimento na Idéia. teu alimento é uma serva Que bem te serve à mão cheia. Se tu dormes ela escreve Acordes que te nomeiam. Abre teus olhos, meu Deus, Come de mim tua fome. Abre tua boca. E grita este nome meu. 	16	452
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XVIII	Se some, tem cuidado. Se não some é fardo. Cuida que ele não suma Pois ficará mais pesado Se sumir de tua alma. É de uma Idéia de Deus que te falo. Pesa mais se ausente Pesa menos se te toma Ainda que descontente Te vejas pensando sempre Num alguém que está aí dentro De quem não conheces rosto Nem gosto nem pensamento. Cuida que tal Idéia Te tome. Melhor um cheiro de dentro Que não conheces, um fartar-se De um nada conhecimento Do que um vazio de luto Umas cascas sem os frutos Pele sem corpo, ou ossos Sem matéria que os sustente. Toma contento Se te sabes pesado Dessa idéia de Nada. É um pensar para sempre. E não sentes verdade Que a vida vale um extenso Altura e profundidade Se vives do pensamento? 	29	725
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XIX	Teus passos somem Onde começam as armadilhas. Curvo-me sobre a treva que me espia. Ninguém ali. Nem humanos, nem feras. De escuro e terra tua moradia? Pegadas finas Feitas a fogo e espinho. teu passo queima se me aproximo. Então me deito sobre as roseiras. Hei de saber o amor à tua maneira. Me queimo em sonhos, tocando estrelas. 	11	335
POEMAS MALDITOS GOZOSOS E DEVOTOS	1994	XX	Move-te. Desperta. Há homens à tua procura. Há uma mulher, que sou eu. A Terra mora na Via-Láctea Eu moro à beira de estradas Não sou pequena nem alta Sou muito pálida Porque muito caminhei Nas escurezas, no vício De perseguir uns falares teus indícios. Move-te. Tua aliança com os homens Teu atar-se comigo Tem muito de quebra e dessemelhança. Muitos de nós agonizam. A Terra toda. Há de ser quase Brinquedo adivinhares Onde reside o pó, onde reside o medo. Não te demores. Eu tenho nome: Poeira. Move-te se te queres vivo. Não te machuque a minha ausência, meu Deus, Quando eu não mais estiver na Terra Onde agora canto amor e heresia. Outros hão de ferir e amar Teu coração e corpo. Tuas bifrontes Valias, mandarim e ovelha, soberba e timidez Não temas. Meu pares e outros homens Te farão viver destas duas voragens: Matança e amanhecer, sangue e poesia. Chora por mim. Pela poeira que fui Serei, e sou agora. Pelo esquecimento Que virá de ti e dos amigos. Pelas palavras que te deram vida E hoje me dão morte. Punhal, cegueira, Sorri, meu Deus, por mim. De cedri De mil abelhas tu és. Cavalo d’água Roandando o ego. Sorri. Te amei sonâmbula Escrúxula, mas te amei inteira. 	40	1209
CANTARES DE PERDA E PREDILEçãO	1983	I	Vida da minha alma: Recaminhei casas e paisagens Buscando-me a mim, minha tua cara. Recaminhei os escombros da tarde Folhas enegrecidas, gomos, cascas Papéis de terra e tinta sob as árvores Nichos onde nos confessamos, praças Revi os cães. Não os mesmos. Outros De igual destino, loucos, tristes, Nós dois, meu ódio-amor, atravessando Cinzas e paredões, o percurso da vida. Busquei a luz e o amor. Humana, atenta Como quem busca a boca nos confins da sede. Recaminhei as nossas construções, tijolos Pás, a areia dos dias E tudo que encontrei te digo agora: Um outro alguém sem cara. Tosco. Cego. O arquiteto dessas armadilhas. 	18	639
CANTARES DE PERDA E PREDILEçãO	1983	II	Que dor desses calendários Sumidiços, fatos, datas O tempo envolto em visgo Minha cara buscando Teu rosto reversivo. Que dor no branco e negro Desses negativos Lisura congelada do papel Fatos roídos E teus dedos buscando A carnação da vida. Que dor de abraços Que dor de transparência E gestos nulos Derretidos retratos Fotos fitas Que rolo sinistroso Nas gavetas. Que gosto esse do Tempo De estancar o jorro de umas vidas. 	20	431
CANTARES DE PERDA E PREDILEçãO	1983	III	Se a tua vida se estender Mais do que a minha Lembra-te, meu ódio-amor, Das cores que vivíamos Quando o tempo do amor nos envolvia. Do ouro. Do vermelho das carícias. Das tintas de um ciúme antigo Derramado Sobre o meu corpo suspeito de conquistas. Do castanho de luz do teu olhar Sobre o dorso das aves. Daquelas árvores: Estrias de um verde-cinza que tocávamos. E folhas da cor das tempestades contornando o espaço De dor e afastamento. Tempo turquesa e prata Meu ódio-amor, senhor da minha vida. Lembra-te de nós. Em azul. Na luz da caridade. 	18	555
CANTARES DE PERDA E PREDILEçãO	1983	IV	Lobos Lerdos leopardos Cadelas Ternuras velhas Nós, lado a lado Num sumidouro de linhas E ponteiros de pedra. Enrodilhados Escuros Famintos de nossas sombras Nas aldeias antigas. Lobo Leopardo-cadela Ternuras velhas Tu e eu desenhados Treliças e telas Nas tintas das conquista. 	17	280
CANTARES DE PERDA E PREDILEçãO	1983	V	Me vias Partida ao meio A cara das emboscadas Dizias Esssa era a cara do meu desejo. E possuías O inteiriço, o Narciso Tu mesmo e tua fantasia. Um fronteiriço de linhas Que se pensavem contíguas. Me vias dura, vestida De lãs e de campainhas. Sobre o teu vale eu passava Em chagas, sem parceria. Passava, sim. Mas nua, queimada Do amor que tu me tiravas. 	17	359
CANTARES DE PERDA E PREDILEçãO	1983	VI	Eu não te vejo Quando teu ódio aflora. Como poderia Ver teu ódio e a ti Iludida Por uma só labareda da memória? Cegos, não somos dois. Apenas pretendemos. Devorados e vastos Temos um nome: EFÊMERO. 	10	205
CANTARES DE PERDA E PREDILEçãO	1983	VII	E se leopardos e tigres Convivessem E se no mundo houvesse Lonjura de cordas Para amarrar torres vastas (as incansáveis crias do desejo) E se águas não fossem molhadas E o que fosse montanha Ao invés de altura Se fizesse rasa Se o fogo não tragasse Sua própria espessura E a lucidez perfeita Não fosse embriaguez Do teu excesso E da minha loucura Um caminho adequado Em direção a Deus. 	18	395
CANTARES DE PERDA E PREDILEçãO	1983	VIII	Me vinha: Que se tecesse Hastes de compaixão Corolas de caridade Sopro e saudade tecid os Na rede do coração Eu nunca mais sentiria Teu nome de hostilidade. Me vinha: Se desfizesse O que já trançado tinha Meu nome é que ficaria Amor na tua eternidade. Então teci Sóis e vinhas: Ouro-escarlate-paixão E consumida de linhas Enovelada de ardência Te aguardo às portas da minha cidade. 	19	393
CANTARES DE PERDA E PREDILEçãO	1983	IX	E atravessamos portas trancadas. Esteiras pedras cestos Espreitam Nossas passadas. E amamos como quem sonha Cancelas de sal e palha Prendendo o sono. Assim te amo. Sabendo. Degelo prendendo as águas. 	9	201
CANTARES DE PERDA E PREDILEçãO	1983	X	E a língua lambe A cria que se feriu De puro arrojo E altaneria. De gozo, sabor e nojo Desta conquista de mim. De tua companhia. Cadentes teu passo e o meu Temos a marcha de dois caminhos De pêlo e breu. Lentos, tenazes Em nós demora-se O amor e a cólera. A crueldade. Que é o som de Deus. 	15	295
CANTARES DE PERDA E PREDILEçãO	1983	XI	Faremos deste modo Para que as mãos não cometam Os atos derradeiros: Envolveremos as facas e os espelhos Nas lãs dobradas, grossas. E de alongadas nódoas, o ressentimento. Pintadas as caras num nariz de gesso Recobriremos corpo, carne Na tentativa cálida, multiforme Na rubra pastosidade De um toque sem sofrimento. E afinal Cara a cara (espelho e faca) De nossas duplas fomes Não diremos. 	15	396
CANTARES DE PERDA E PREDILEçãO	1983	XII	Um cemitério de pombas Sob as águas E águas-vivas na cinza Ósseas e lassas sobras Sa minha e da tua vida. Um pedaço de muro Na enxurrada Prumos soterrados, nascituros No céu Indecifráveis sobras Da minha e da tua vida. Um círculo sangrento Uma lua ferida de umas garras Assim de nós dois o escuro centro. E no abismo de nós Havia sol e mel. 	16	351
CANTARES DE PERDA E PREDILEçãO	1983	XIII	E batalhamos. Dois tigres Colados de um só deleite Estilhaçando suas armaduras Amor e fúria Carícia, garra Tua luz E a centelha rara De um corpo e duas batalhas. 	9	166
CANTARES DE PERDA E PREDILEçãO	1983	XIV	Como se desenhados Tu E o de dentro da casa. Entro Como se entrasse No papel adentro E sem ser vista Rasgo Alguns véus e fibras Sem ser amada Pertenço. Que sobreviva O fino traço de tua presença. Aroma. Altura. E lacerada eu mesma Que jamais se perceba Umas gotas de sangue na gravura. 	17	290
CANTARES DE PERDA E PREDILEçãO	1983	XV	Para poder morrer Guardo insultos e agulhas Entre as sedas do luto. Para poder morrer Desarmo as armadilhas Me estendo entre as paredes Derruídas. Para poder morrer Visto as cambraias E apascento os olhos Para novas vidas. Para poder morrer apetecida Me cubro de promessas Da memória. Porque assim é preciso Para que tu vivas. 	16	330
CANTARES DE PERDA E PREDILEçãO	1983	XVI	Só o mel escorresse Da boca do tigre Transmutando listras Talho Num largar de meiguice O incisor em nós As sinistras punturas Os alanhados, meu ódio-amor, Um clarão de carícias Entre as partituras. Se o rugidor em nós Se somasse à névoa À calmaria da velhice Nos outeiros do espaço O rugido da vida. Um barco. Eo número par. 	16	336
CANTARES DE PERDA E PREDILEçãO	1983	XVII	Os juncos afogados Um cão ferido As altas paliçadas Devo achar a palavra Companheira do grito. Um risco n’àgua Um pássaro aturdido Entre o capim e a estrada Um grande girassol Explodindo entre as rodas Imagens de mim Na caminhada. 	12	237
CANTARES DE PERDA E PREDILEçãO	1983	XVIII	Para tua fome Eu teria colocado meu coração Entre os ciprestes e o cedro E tu o encontrarias Na tua ronda de luta e incoesão: A ronda que persegues. Para a tua sede As nascentes da infância: Um molhado de fadas e sorvetes. E abriria em mim mesma Uma nova ferida Para tua vida. 	12	281
CANTARES DE PERDA E PREDILEçãO	1983	XIX	Corpo de carne Sobre um corpo de água. Sonha-me a mim Contigo debruçada Sobre este corpo de rio. Guarda-me Solidão e nome E vive o percurso Do que corre Jamais chegando ao fim. Guarda esta tarde E repõe sobre as águas Teus navios. Pensa-me Imensa, iluminada Grande corpo de água Grande rio Esquecido de chagas e afogados. Pensa-me rio. Lavado e aquecido da tua carne. 	19	374
CANTARES DE PERDA E PREDILEçãO	1983	XX	Soberbo Libertas sobre o meu peito Teu cavalo cego. E pontas e patas Tentam enlaçadas Furtar-se às águas Do sentimento. Suja de espadas Golpeada em negro Sou tua cara e medo Teu cavaleiro Teu corpo Tua cruzada. 	13	214
CANTARES DE PERDA E PREDILEçãO	1983	XXI	De ossos De altos pomos De ódio e ouro Doloso Teu rosto Sobre a minha cara Crepuscular. Gozoso Sobre o meu corpo Criando magia e ponta Para morrer E fazer matar. 	12	163
CANTARES DE PERDA E PREDILEçãO	1983	XXII	Toma para teu gozo Este rio de saudade. Nenhum recobrirá teu corpo Com tamanha leveza E com tal gosto Ainda que sejam muitos Os largos rios da Terra. Toma para teu gozo Minha dor e insanidade De nunca voltar a ver Meu próprio rosto. E aguarda uma tarde sem tempo Quando serei apenas retalhada Um espelho molado de umas águas. 	14	329
CANTARES DE PERDA E PREDILEçãO	1983	XXIII	Eu amo Aquele que caminha Antes do meu passo. É Deus e resiste. Eu amo a minha morada A Terra triste. É sofrida e finita E sobrevive. Eu amo o Homem-luz Que há em mim. É poeira e paixão E acredita. Amo-te, meu ódio-amor Animal-Vida. És caça e perseguidor E recriaste a Poesia Na minha Casa. 	16	299
CANTARES DE PERDA E PREDILEçãO	1983	XXIV	Cavalos negros Entre lençóis e abetos E machetadas as cartas Repulsa e gosma Entre as palavras. E listras Desejo Pás E leopardos de gelo Entre a mó e o pelo. E ainda assim Altura, forquilha, tranco Teu ódio-amor Procura minha pegada. 	14	239
CANTARES DE PERDA E PREDILEçãO	1983	XXV	Insensatez e sombra. Foi o que se apossou de mim Quando sonâmbula Amoldei meus pés ao teu caminho. Um distorcido de luzes e de lírios Lagunas ruivas, vozes Vindas de um não sei onde, vivas Me fizeram supor que o teu caminho Era a luz do meu passo, merecida Porque de luta e a sós Toda minha vida. E agora sei que as palmas do martírio é que brilhavam E ruivos Eram os lagos de nudez e sangue E viva era minha própria voz Maldizendo meu nome. 	17	450
CANTARES DE PERDA E PREDILEçãO	1983	XXVI	De sacrifício De conhecimento Da carne machucada Os joelhos dobrados Frente ao Cristo Meu canto compassado De mulher-trovador. Ai. Descuidado Que palavras altas Que montanha de mágoas Que águas De um venenoso lago Tu derramaste Nos meus ferimentos. Que simetria, justeza Para ferir-me a mim Como se a cruz quisesse De mim ser a moradia. E eu canto Porque é esse o destino Da minha garganta. E canto Porque criança aprendi Nas feiras: ave e mulher Cantam melhor na cegueira. 	25	479
CANTARES DE PERDA E PREDILEçãO	1983	XXVII	Amor agora Meu inimigo. Barco do olvido Entre o teu ódio E o meu navegar Fico comigo. Sopro, cadência Meu hausto e mar Navego a rocha Somo o castigo Desliso, meu ódio-amigo, Graça e alívio De te alcançar. 	13	211
CANTARES DE PERDA E PREDILEçãO	1983	XXVIII	Ronda tua crueldade. Esconde, avança Até que descubras Fissura rigorosa Na tua garra Ajustado tensor Para tua lança. Ronda meu abandono Persegue Trança meu desamparo Sono e tua iniqüidade. Ritualiza a matança De quem só te deu vida. A me deixa viver Nessa que morre. 	15	274
CANTARES DE PERDA E PREDILEçãO	1983	XXIX	Faz de mim tua presa: Raiz para o teu ódio Amor para o meu navegar E abrandado cessa De lançar tua rede Tua armadila. Faz de mim tua sombra E injúria, sangra Essa que te descansa Na tua soberba escalada ao meio-dia. Golpeia Para amansar tua fina presa. Faz de mim tua boca E cobre de saliva Tua cria de carne e solidão. E abrandado cessa Teu exercício de virtude e treva. 	17	377
CANTARES DE PERDA E PREDILEçãO	1983	XXX	O Tempo e sua fome. Volúpia e Esquecimento Sobre os arcos da vida. Rigor sobre o nosso momento. O Tempo e sua mandíbula. Musgo e furor Sobre os nossos altares. Um dia, geometrias de luz. Mais dia nada somos. Tempo e humildade. Nossos nomes. Carne. Devora-me, meu ódio-amor, Sob o clarão cruel das despedidas. 	13	313
CANTARES DE PERDA E PREDILEçãO	1983	XXXI	Barcas Carregando a vida Descendo as águas. Passam pesadas Distantes do poeta e de sua caminhada. Barcas Inundadas de afago Nas águas da meiguice. O fulgor dos cascos Ilumina o dorso dos afogados: Eu soterrada Em aguaduras escuras da velhice. Barca é o teu nome. E passas. Candente, clara Navegas tua última viagem Sobre o meu corpo molhado de palavras. 	17	358
CANTARES DE PERDA E PREDILEçãO	1983	XXXII	Um coro de despedidas. A apenas duas as vozes. Um discursivo de muros E algoz-olhares Fundas aguadas Subindo à tona Das desmedidas. E açoite Sobre as lembranças. e musgo, vísceras Cobrindo o vínculo Rútilo brilho das alianças. E facas tão alongadas Trilhas, estradas Frias escarpas AINDA para a tua volta. 	16	314
CANTARES DE PERDA E PREDILEçãO	1983	XXXIII	Se te pronuncio Retomo um Paraíso Onde a luz se faz dor E gelo a claridade. Se te pronuncio É esplendor a treva E as sombras ao redor São turquesas e sóis Depois de um mar de pedras. Vigio Esta sonoridade dos avessos. Que se desfaça o fascínio do poema que eu seja Esqueciemento E emudeça. 	14	297
CANTARES DE PERDA E PREDILEçãO	1983	XXXIV	As águas, meu ódio-amor. Uma boca de seixos Um oco de palavras Um sumidouro de fomes E de asas Teu ódio-escama Sobre o meu desejo. As águas, meu ódio-amor. Mulheres afogadas Eu-muitas De litígio, escureza E a sedução de me pensares Presa Me sabendo invasão. E ungüento sobre a tua mágoa. Flores, graças Para que os nossos corpos Se lavem dessas águas Caridosos com a carne e as ilusões. 	19	401
CANTARES DE PERDA E PREDILEçãO	1983	XXXV	Desgarrada de ti Sou a sombra da Amada. Das madeiras da casa Farei barcas côncavas E tingirei de negri Os lençóis de fogo Onde nos deitávamos Velas Bandeira para minhas barcas. E de dureza e arrojo Hei de chegar a um porto De pedras frias. Memória e fidelidade Meu corpo-barca Esmago contra as escarpas. De luto e choros um dia Verei tua boca beijando as águas Teu corpo-barca. Minha trilha. 	18	398
CANTARES DE PERDA E PREDILEçãO	1983	XXXVI	Pedras dentro das barcas Favos trincados Embaçando as águas Ai que cuidados Que fulgor de dentes Para criar um espaço De ausências no meu presente. E envoltório de malhas E escuros rosários Feitos de sal e aço Ai que cuidados Para prender quem vive Dessas cadeias E morre Só de pensar em não tê-las. 	15	310
CANTARES DE PERDA E PREDILEçãO	1983	XXXVII	Quem é que ousa cantar, senhor, Um ódio dito formoso? Que raro fosso há de ser O escuro melodioso Esse tão meu, de sementes De verdes dentro de um poço? Que largueza incongruente Nos versos, sem parecer Que quem trova Se fez demente. Que altas novas Este cantar de mulher: Um ódio de esclarecer Desejo que não se mostra. Um ódio-fêmea, senhor, É bem o fosso onde cresce a rosa: A rara. De ódio formoso. 	17	414
CANTARES DE PERDA E PREDILEçãO	1983	XXXVIII	Toma-me ao menos Na tua vigília. Nos entressonhos. Que eu faça parte Das dores empoçadas De um estendido de outono Do estar ali e largar-se Da tua vida. Toma-me Porque me agrada Meu ser cativo do teu sono. Corporifica Boca e malícia. Tatos. Mas importa mais O que a ausência traz E a boca não explica. Toma-me anônima Se quiseres. Eu outra Ou fictícia. Até rapaz. É sempre a mim que tomas. Tanto faz. 	22	411
CANTARES DE PERDA E PREDILEçãO	1983	XXXIX	Escreveste meu nome Sobre a água? A fogo, na alma Desenhei o teu Grafismo iluminado Imantado e novo Teu nome e o meu. Novo Porque no nunca se viu Nome tão pertencido. Antigo porque há milênios Se entrelaçaram justos No infinito. E raro Porque tingido de um mosaico vivo De danação e amor. Teu nome. Irmão do meu. 	18	321
CANTARES DE PERDA E PREDILEçãO	1983	XL	De rispidez e altivo Passeias teu passo predador Sobre o meu peito E sobre o meu deserto. Minha alma a teu redor Na muralha dos séculos. De amplitude e fervor A casa e sua candeia Te aguardam. Famintas dessa caça E desse caçador. Se há volúpia no mal Trago as mãos cheias. Um sol que se dissolve E me incendeia. E é sempre o mesmo fogo A lenha, o mesmo mal. 	17	365
CANTARES DE PERDA E PREDILEçãO	1983	XLI	Ouvia Que não podia te odiar E nem te temer Porque eras eu. E como seria Odiar a mim mesma E a mim mesma temer Se eu caminhava, vivia Colada a quem sou E ao mesmo tempo ser Dessa de mim, inimiga? Que não podia te amar Tão mais do que pretendia. Pois como seria ser Pessoa além do que me cabia? Que pretensões de um sentir Tão excedente, tão novo São questões para o divino E ao mesmo tempo um estorvo Pra quam nasceu pequenino. Tu e eu. Humanos. Limite mínimo. 	21	471
CANTARES DE PERDA E PREDILEçãO	1983	XLII	Atados os ramos Os fios de linho As fitas Teci para nós A coroa da vida. Depois fiz a canção: Gracejos, lascívia E leveza Foram primos irmãos E noivos da conquista. E de granito e sol Me parecia o tempo Dessas vidas. Milênios no depois Me soube iluminura Entre os dedos dos mortos. Poeira e entendimento Sob a luz dos ossos. 	18	331
CANTARES DE PERDA E PREDILEçãO	1983	XLIII	Ai que distância Meu ódio-amor Que dores Que cintilâncias De pena. Tão ao meu lado Te penso No entanto Tão afastado Como se a água ficasse A um dedo da minha boca E todo o deserto à volta Me segurasse. Tão triste e tão à vontade Neste meu sol de martírios Como se o corpo soubesse Desses caminhos da sede Porque nasceu conhecendo Da paixão seu descaminho. E brilhos no teu sadismo E perdição na minha cara. Que coloridos espinhos Terás Para a tua dura saudade. Que tempestade de sede Nos areais da procura Quando saíres à caça De quem te amou. De mim. À caça do NUNCA MAIS. 	29	594
CANTARES DE PERDA E PREDILEçãO	1983	XLIV	Lembra-te que morreremos Meu ódio-amor. De carne e de miséria Esta casa breve de matéria Corpo-campo de luta e suor. Lembra-te do anônimo da Terra Que meditando a sós com seus botões Gravou no relógio das quimeras: “É mais tarde do que supões”. Porisso Mata-me apenas em sonhos. Podes dormir em fúria pela eternidade Mas acordado, ama. Porque a meu lado Tudo se faz tarde: amor, gozo, ventura. 	14	408
CANTARES DE PERDA E PREDILEçãO	1983	XLV	Que no poema ao menos Viscosidade e luz De nós dois, criaturas, Recriem seu momento. Que da desordem De dois encntamentos Do visgo, do vidro De palavras duras Coabitem O tosco e o transparente. E desconforto e gosto Disciplina e paixão Discursivo e ciência Construam pelo menos no poema A vizinhança dessas aparências. 	15	324
CANTARES DE PERDA E PREDILEçãO	1983	XLVI	Talvez eu seja O sonho de mim mesma. Criatura-ninguém Espelhismo de outra Tão em sigilo e extrema Tão sem medida Densa e clandestina Que a bem da vida A carne se fez sombra. Talvez eu seja tu mesmo Tua soberba e afronta. E o retrato De muitas inalcansáveis Coisas mortas. Talvez não seja. E ínfima, tangente Aspire indeifinida Um infinito de sonhos E de vidas. 	19	367
CANTARES DE PERDA E PREDILEçãO	1983	XLII	Dorme o tormento O Eterno dorme suspenso Sobre as idéias e inventos Só eu não durmo Pra te pensar. Dormem perjuros E vanidade e urnas Dormem os medos E califados e ventres Dormem ardentes OS loucos, pátios adentro Só eu não durmo Pra te pensar. Dormem ativas AS dobradiças De mil bordéis e conventos E pêndulos dormindo ao tempo Só eu não durmo Pra te pensar. A gora escura Do jugo dos sentimentos Irreversiva, suicida Tateio aquele rochedo Do ódio de desamar. 	24	473
CANTARES DE PERDA E PREDILEçãO	1983	XLVIII	Teu livre-arbítrio, meu ódio-amor? O distendido flanco do tigre Sobre teu peito vivo. Esculpida alvorada. Tua pretensa caça Na cara de granito. Não é a mim que persegues Nem és tu aquele que persigo. Os amantes se entregam Àquele corpo cruel mas perseguido Armadura de garra e de delícias Corpo listrado de mel. Meu livre-arbítrio, meu ódio-amor? Júbilo imerecido: O distendido flanco do tigre Sobre meu peito vivo. 	16	427
CANTARES DE PERDA E PREDILEçãO	1983	XLIX	Se me viessem à boca As palavras foscas Para te abrandar. Se levez e sopro Habitassem a casa Do meu corpo Não seria eu aquela do teu gosto E amarias lírios Ao invés de ostras. Se comedimento Mornidão, prudência Me dourassem a carne E o coração Tu me dirias rouco Que a bem do Desejo Desfez-se o Paraíso E inventou-se a Paixão. Bem porisso preserva Quem te sabe inteiro. E cala teu instante De um ciúme que repete Que devo ser repouso E contenção. 	23	460
CANTARES DE PERDA E PREDILEçãO	1983	L	Um percurso de noites e vazantes Dunas escuras e casas vazias De mim mesma fui cruz e viajante. As costas do meu Deus era o que eu via. E ainda assim tão curvas Arco que à minha frente se movia Também como quem busca. Um percurso a sós, meu ódio -amor, E um poderoso à frente viajante. Gritei nomes e sons, reinventei E às vezes via o ombro flamejante Mover-se Mas nunca como aquele que pretende Salvar alguém sem luz atrás de si. E pranteei meu nome e minha vida. Ma laboriosa Hei de plantar redondas redivivas Para prender meu Deus à tua volta. 	18	557
CANTARES DE PERDA E PREDILEçãO	1983	LI	Cálida alquimia: Ouro e compaixão Sofrida pena Aquecendo a mão fria. Toma-me cara e mãos E a morosa tenta Revestir de ventura Palavra e teia. Ilumina o roteiro do poeta Reabrindo as ramas da ilusão. Que a caridade Te faça mais sábia Diante da fêmea frágil. Que a mentira apascente O fogo da verdade. E entre as escarpas As minhas, do coração Esperança e vivez Novamente se façam Sobre a minha cara e mãos. 	20	420
CANTARES DE PERDA E PREDILEçãO	1983	LII	Eu era parte da noite e caminhava Adulta e austera Sem luz e aventurança. Tu eras praia e dia Um fogo branco O rosto da montanha sobre a terra. E juntamos a treva Ao mar do meio-dia. Cristas aguadas, pontas Trilhas fosforescentes Na vastidão das sombras Mas um instante apenas. Porisso é que caminho como antes Adulta e austera. Acrescida de véus me mostro aos viajantes: Vês a mulher, aquela? Dizem que a cara é de caliça e pedra. Que a luz das ilusões passou por ela. 	18	478
CANTARES DE PERDA E PREDILEçãO	1983	LIII	Cadenciadas Vão morrendo as palavras Na minha boca. Um sudário de asas Há de ser agasalho E pátria para o corpo. Anônimo, calado O poeta contempla Espelho e mágoa Fragmentos de um veio Berçário de palavras. Umas lendas volteiam O poeta vazio de seus meios: Escombros, escadas Amou de amor escuro A fugiu de si mesmo De sua própria cilada. O poeta. Mudo. Aceitável agora para o mundo No seu sudário de asas. 	20	418
CANTARES DE PERDA E PREDILEçãO	1983	LIV	Na moldura, no esquadro Inalteráveis Passado e sentimento. Dos dois contemplo Rigor e fixidez. Passado e sentimento Me contemplam Arduidade nas caras Rigor no teorema. Tento apagar Atos, postura. Revivem. Irremovíveis, vítreos Incorporam-se para sempre À eternidade do meu espírito. 	14	288
CANTARES DE PERDA E PREDILEçãO	1983	LV	Um tempo-luz Sobre o tempo do adeus Porque ainda é vivaz O sentimento. Porque ainda me vejo Como se tocasse Uns mosaicos azuis Lisura de surpresa Na caligem de quadros E de quartos No areal das mesas. Ronda pela casa a maciez Se me repenso mansa E com cuidado. E ao meu redor Um gosto perolado Degusta o próprio fio De cordame e pobreza. Rondas a casa. Ah, foi apenas teu passo A pretendida luz deste poema. 	21	410
CANTARES DE PERDA E PREDILEçãO	1983	LVI	Areia, vou sorvendo A água do teu rio. E sendo rio Tu podes me tomar Minúscula, extensa Ampulheta guardada Esteira, desafio. Areia, encharcada Recebo tuas palavras d’água Sumidouro, aguaça Em água-mel te prendo. Areia, vou te tomando vasta Ou milimétrica, lenta Um rio de areia e caça Luminescente, tua, Uma presa de água. 	16	333
